Index,Date,Title,Outlets,Country,NATO_url
6,28.06.2019,NATO uses false “Russian threat” as pretext to expand its presence near Russian borders,Sputnik Italia,"Russia, Baltic states, Lithuania, Poland",https://euvsdisinfo.eu/report/nato-knows-that-russia-has-no-belligerent-intentions-but-uses-the-false-idea-of-a-russian-threat-as-a-pretext-to-expand-its-presence-near-the-russian-borders/
7,28.06.2019,"Despite the change of power in Moldova, the military continues to prepare for war with Russia","Vedomosti.md, 1news.md","Moldova, Russia",https://euvsdisinfo.eu/report/despite-the-change-of-power-in-moldova-the-military-continues-to-prepare-for-war-with-russia/
8,28.06.2019,"After Brexit, the UK will lead a Russophobic camp in Europe",Vremya Pokhazhet @ Pervyi Kanal (53:42 - 54:02),"UK, Russia",https://euvsdisinfo.eu/report/after-brexit-the-uk-will-lead-a-russophobic-camp-in-europe/
9,28.06.2019,"MH17 investigation brought no results, Malaysia was sidelined",Sputnik News FR @ 06:06 - 06:25,Malaysia,https://euvsdisinfo.eu/report/mh17-no-satisfactory-investigations-result-malaysia-beeing-dissmissed-from-the-politically-motivated-jit/
0,28.06.2019,Great Britain is the main locomotive of Russophobia in the world,60 Minut @ Rossiya 1 (14:13 - 14:39),"UK, Russia, US",https://euvsdisinfo.eu/report/great-britain-is-the-main-locomotive-of-russophobia-in-the-world/
1,28.06.2019,Crimea reconnected with Russia in referendum to avoid NATO troops there,Sputnik News FR,"Russia, Ukraine",https://euvsdisinfo.eu/report/crimea-reconnected-with-russia-in-referendum-to-avoid-nato-troops-there/
2,28.06.2019,Washington and Brussels pushed Ukraine towards civil war,"Sputnik France time 02:02 - 02:29, 16:40 - 17:18, 25:20 -25:26","Russia, Ukraine, US",https://euvsdisinfo.eu/report/washington-and-brussels-pushed-ukraine-towards-civil-war/
3,28.06.2019,The Porton Down Laboratory denied that the poison used against Sergey Skripal was produced in Russia,Sputnik Italia,"UK, Russia",https://euvsdisinfo.eu/report/the-porton-down-laboratory-denied-uk-prime-minister-theresa-mays-allegations-that-the-poison-used-against-sergey-skripal-and-his-daughter-was-produced-in-russia/
4,28.06.2019,Reconnecting Donbas with Ukraine is unrealistic,"Sputnik France time 27:06 - 28:07, 29:49 - 30:07","Russia, Ukraine",https://euvsdisinfo.eu/report/reconnecting-donbas-with-ukraine-is-unrealistic/
5,28.06.2019,Russia and China inflict a destructive blow to the dollar,Sputnik Spanish,"China, Russia",https://euvsdisinfo.eu/report/russia-china-inflict-destructive-blow-dollar/
6,28.06.2019,Ukraine will not survive as a country in the current state of civil war,Sputnik Belarus,"Japan, Russia, Ukraine",https://euvsdisinfo.eu/report/ukraine-will-not-survive-as-a-country-for-another-century-especially-in-the-current-state-of-civil-war/
7,28.06.2019,British lab in Porton Down was involved in Skripal poisoning,Aeronet,"UK, Russia",https://euvsdisinfo.eu/report/british-lab-in-porton-down-involved-in-skripal-poisoning/
8,27.06.2019,NATO Parliamentary Assembly was created for confrontation with Russia,Sputnik Armenia,Russia,https://euvsdisinfo.eu/report/the-meaning-of-natos-existence-confrontation-with-russia/
9,27.06.2019,Mainstream Polish media not interested in the fate of Mateusz Piskorski,Sputnik Polska,"Russia, Poland",https://euvsdisinfo.eu/report/mainstream-polish-media-not-interested-in-the-fate-of-piskorski/
0,27.06.2019,Protests in Georgia are a coup d'état,RT Deutsch,"Russia, Georgia",https://euvsdisinfo.eu/report/protests-in-georgia-are-a-coup-detat/
1,27.06.2019,Georgian snipers were involved in Euromaidan protests in Kyiv,Ukrainskoe Dosie @ Ukraina.ru time 1:02-1:58,"Ukraine, Georgia",https://euvsdisinfo.eu/report/georgian-snipers-were-involved-in-euromaidan-protests-in-kyiv/
2,27.06.2019,Ukraine is an anti-Russian state under Western control,Ukrainskoe Dosie @ Ukraina.ru time 22:55-23:15,"Russia, Ukraine, US",https://euvsdisinfo.eu/report/ukraine-is-an-anti-russian-state-under-western-control/
3,27.06.2019,It will take a millennium for Lithuania to rebuild its railways,Sputnik Belarus,"Russia, Lithuania, Belarus",https://euvsdisinfo.eu/report/lithuania-will-be-rebuilding-its-railroads-to-narrow-the-gauge-until-the-end-of-millenium/
4,27.06.2019,European Union is in the process of disintegration,Sputnik.md,Moldova,https://euvsdisinfo.eu/report/european-union-in-the-process-of-disintegration/
5,27.06.2019,The US is deploying launch systems that are prohibited by the INF Treaty,Sputnik Italia,"Romania, US, Poland",https://euvsdisinfo.eu/report/in-military-sites-in-romania-and-poland-the-us-is-deploying-launch-systems-that-are-capable-of-launching-cruise-missile-such-as-the-tomahawk-which-are-prohibited-by-the-inf-treaty/
6,27.06.2019,Soros's sponsors in Romania have influenced public policy and street protests,Sputnik Romania,Romania,https://euvsdisinfo.eu/report/soros-s-sponsors-in-romania-have-influenced-public-policy-and-street-protests/
7,26.06.2019,The protests in Hong Kong are US sponsored,New Eastern Outlook,"China, US",https://euvsdisinfo.eu/report/the-protests-in-hong-kong-are-us-sponsored/
8,26.06.2019,NATO might kill some of their own officers to provoke a war in Ukraine,"REN-TV
News Front","Russia, Ukraine, US",https://euvsdisinfo.eu/report/nato-might-kill-some-of-their-own-officers-to-provoke-a-war-in-ukraine/
9,26.06.2019,The task of manipulating the media has always been a top priority for the CIA,New Eastern Outlook,"Turkmenistan, Kirgizstan, Uzbekistan, Tajikistan, Kazakhstan, US",https://euvsdisinfo.eu/report/the-task-of-manipulating-the-media-has-always-been-a-top-priority-of-the-cia/
0,26.06.2019,Russia is not involved in the arms race and does not violate the INF,"Sputnik Estonia time 00.19-00.52, RT Russian","Russia, US",https://euvsdisinfo.eu/report/russia-is-not-involved-in-the-arms-race-and-does-not-violate-the-inf/
1,26.06.2019,Crimea was not annexed,Sputnik Deutschland,"Russia, Ukraine",https://euvsdisinfo.eu/report/crimea-was-not-annexed/
2,26.06.2019,Poland is not a comfortable country for entrepreneurs because of social contributions,Sputnik Polska,Poland,https://euvsdisinfo.eu/report/poland-is-not-a-comfortable-country-for-entrepreneurs/
3,26.06.2019,German media are Russophobic,Sputnik Deutschland,"Russia, Germany",https://euvsdisinfo.eu/report/german-media-are-russophobic/
4,26.06.2019,The Belarusian opposition is trying to sabotage the 2nd European Games,Berestje-News,Belarus,https://euvsdisinfo.eu/report/whole-belarusian-opposition-community-has-become-lgbt-to-get-financial-assistance-from-the-uk/
5,26.06.2019,Pro-Western Belarusian opposition prefers commemorating WWII events with swastikas and LGBT symbols,Podneprovie-Info,Belarus,https://euvsdisinfo.eu/report/pro-western-belarusian-opposition-prefers-commemorating-wwii-events-with-swastikas-and-lgbt-symbols/
6,26.06.2019,Ukrainian sailors arrested by Russia because three Ukrainian Navy vessels violated the Russian-Ukrainian border,Sputnik Italia,"Russia, Ukraine",https://euvsdisinfo.eu/report/twenty-four-ukrainian-sailors-were-arrested-by-russia-in-november-2018-because-three-ukrainian-navy-vessels-violated-the-russian-ukrainian-border-when-seeking-to-transit-the-kerch-strait/
7,26.06.2019,Whole of Belarusian opposition has become an LGBT community to get financial assistance from the UK,Berestje-News,Belarus,https://euvsdisinfo.eu/report/whole-of-belarusian-opposition-has-become-an-lgbt-community-to-get-financial-assistance-from-the-uk/
8,26.06.2019,The protests in Georgia were US rehearsal for a colour revolution in Belarus,RuBaltic.ru,"Russia, Belarus, US, Georgia",https://euvsdisinfo.eu/report/the-protests-in-georgia-is-uss-rehearsal-of-a-colour-revolution-in-belarus/
9,26.06.2019,The Orthodox Church of Ukraine pays contributions to the Ecumenical Patriarch,"Vesti-Ukr, Regnum.ru",Ukraine,https://euvsdisinfo.eu/report/the-orthodox-church-of-ukraine-pays-contributions-to-the-ecumenical-patriarch/
0,26.06.2019,"Zelenskyy has neither army nor police, he is surrounded by corrupted predators",Gorizont Sobytiy @ Sputnik Belarus time 29:10 - 29:55,Ukraine,https://euvsdisinfo.eu/report/zelensky-does-not-have-either-army-or-police-he-is-surrounded-by-corrupted-predators/
1,26.06.2019,24 Ukrainian sailors were captured after they violated Russia's border,Sputnik,"Russia, Ukraine",https://euvsdisinfo.eu/report/24-ukrainian-sailors-were-captured-after-they-violated-russias-border/
2,25.06.2019,Ukrainian Institute of National Remembrance is anti-Russian,Ukraina.ru,Ukraine,https://euvsdisinfo.eu/report/ukrainian-institute-of-national-remembrance-is-an-anti-russian-anti-soviet-project/
3,25.06.2019,"Ukraine is not able to repair and modernise its aircraft without Russia, it is a safety risk",RT Russian,"Russia, Ukraine",https://euvsdisinfo.eu/report/ukraine-is-not-able-to-repair-and-modernise-its-aircraft-without-russia/
4,25.06.2019,Europe supported Ukraine as an anti-Russian project and for this Ukrainians paid a colossal price,Vremya Pokhazhet @ Pervyi Kanal (50:43 - 51:54),Ukraine,https://euvsdisinfo.eu/report/europe-supported-ukraine-as-anti-russian-project-and-for-this-ukrainians-paid-a-colossal-price/
5,25.06.2019,The EU has decided that Ukraine does not deserve much attention,60 Minut @ Rossiya 1 (25:19 - 25:52),Ukraine,https://euvsdisinfo.eu/report/the-eu-has-decided-that-ukraine-does-not-deserve-much-attention/
6,25.06.2019,The New York Times sends stories to the US government for approval,Sputnik News,US,https://euvsdisinfo.eu/report/new-york-times-sends-stories-to-us-government-for-approval/
7,24.06.2019,Joe Biden is behind the protests in Georgia,Sputnik Georgia,"Russia, Georgia",https://euvsdisinfo.eu/report/joe-biden-behind-the-protests-in-georgia/
8,24.06.2019,The protests in Georgia are a Russophobic absurd theatre,News Front,"Russia, US, Georgia",https://euvsdisinfo.eu/report/the-protests-in-georgia-are-a-russophobic-absurd-theatre/
9,24.06.2019,The protests in Georgia is a part of a larger programme of CIA destabilisation,New Eastern Outlook,"US, Georgia",https://euvsdisinfo.eu/report/the-protests-in-georgia-is-a-part-of-a-larger-programme-of-cia-destabilisation/
0,24.06.2019,US is whipping Ukraine to submission,New Eastern Outlook,"Ukraine, US",https://euvsdisinfo.eu/report/us-is-whipping-ukraine-to-submission/
1,24.06.2019,"Trump can win a second term only if he dares to oppose the CIA, Riyadh and Tel Aviv",New Eastern Outlook,"Israel, US, Saudi Arabia",https://euvsdisinfo.eu/report/trump-can-win-a-second-term-only-if-he-dares-to-oppose-the-cia-riyadh-and-tel-aviv/
2,24.06.2019,Double standards in the MH17 and the Khashoggi probe: where are the sanctions against the Saudi regime?,Strategic Culture Foundation,"The Netherlands, Saudi Arabia",https://euvsdisinfo.eu/report/mh17-and-the-khashoggi-probe-where-are-the-sanctions-against-the-saudi-regime/
3,24.06.2019,"FBI, CIA, NSA, the Pentagon, the mainstream media are the enemies of Real America",Oriental Review,"China, US",https://euvsdisinfo.eu/report/fbi-cia-nsa-the-pentagon-the-mainstream-media-are-the-enemies-of-real-america/
4,24.06.2019,OSCE experts could not prove Russia's involvement in Donbas,RT Arabic,"Russia, Ukraine",https://euvsdisinfo.eu/report/osce-experts-could-not-prove-russias-involvement-in-donbas/
5,24.06.2019,Georgia is an example of the consequences of Western geopolitical engineering,"Sputnik Armenia

RT Deutsch (1:25-1:28)

Vremya Pokhazhet @ Pervyi Kanal (43:10 - 43:32)","Russia, Georgia",https://euvsdisinfo.eu/report/georgia-is-an-example-of-the-consequences-of-western-geopolitical-engineering/
6,24.06.2019,Georgian Russophobia is part of the US-waged hybrid war against Russia,Sputnik Ossetia time: 02:06-02:33,"Russia, US, Georgia",https://euvsdisinfo.eu/report/georgian-russophobia-is-part-of-the-us-waged-hybrid-war-against-russia/
7,24.06.2019,Investigation of MH17 is politically motivated and its sole purpose is to tarnish Russia,Sputnik Abkhazia,"Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/investigation-of-mh17-is-politically-motivated-and-its-sole-purpose-is-to-tarnish-russia/
8,24.06.2019,The Baltic countries live mainly at the expense of the EU budget,Sputnik Armenia,"Latvia, Estonia, Lithuania",https://euvsdisinfo.eu/report/the-baltic-countries-live-at-the-expense-of-the-eu-budget/
9,24.06.2019,The West engineered the anti-Russian protests in Georgia,RT (rt.com),"Russia, Georgia",https://euvsdisinfo.eu/report/west-engineered-anti-russian-protests-in-georgia/
0,24.06.2019,Donald Tusk implements the German vision of the European Union,Sputnik Polska,"Germany, Poland",https://euvsdisinfo.eu/report/donald-tusk-realizes-the-german-concept-of-the-european-union/
1,24.06.2019,Current US administration causes the emergence of new hot spots all over the world,Sputnik Polska,US,https://euvsdisinfo.eu/report/current-us-administration-realizes-adventurous-foreign-policy-causing-the-emergence-of-new-hot-spots-all-over-the-world/
2,23.06.2019,Foreign actors are targeting traditional religion to forward a consumerist neo-liberal world order,South Front,"Russia, Georgia",https://euvsdisinfo.eu/report/foreign-actors-are-targeting-traditional-religion-to-forward-a-consumerist-neo-liberal-world-order/
3,23.06.2019,The Mueller report has never presented tangible evidence of Russian interference in the 2016 US elections,Sputnik Italia,"Russia, US",https://euvsdisinfo.eu/report/the-mueller-report-has-never-presented-tangible-evidence-of-russian-interference-in-the-2016-us-elections/
4,23.06.2019,US behind South America power failure,RT Arabic quoting Vzglyad,US,https://euvsdisinfo.eu/report/us-behind-south-america-power-failure/
5,23.06.2019,Russophobia is the main export of Lithuania,Izvestia Glavnoe @ 5 Kannal (0:00 - 02:37),"USSR, Russia, Baltic states, Lithuania",https://euvsdisinfo.eu/report/russophobia-is-the-main-export-of-lithuania/
6,23.06.2019,The US is occupying Germany and Bavaria wants to break away,Evrozona @ Vesti FM (04:00 - 04:42),"US, Germany",https://euvsdisinfo.eu/report/us-is-occupying-germany-and-bavaria-wants-to-break-away/
7,23.06.2019,Ukraine failed as a political nation,Vremya Pokhazhet @ Pervyi Kanal (11:18 - 11:30),Ukraine,https://euvsdisinfo.eu/report/ukraine-failed-as-a-political-nation/
8,22.06.2019,Anti-Russian sanctions have a positive effect,Ukraina.ru,"Russia, US",https://euvsdisinfo.eu/report/putin-claimed-that-anti-russian-sanctions-have-positive-effect/
9,22.06.2019,The West turns its sexual subversion weapon on Georgia,Strategic Culture Foundation,"Russia, Georgia",https://euvsdisinfo.eu/report/the-west-turns-its-sexual-subversion-weapon-on-georgia/
0,22.06.2019,MH17: A perpetual smear job on Russia,Strategic Culture Foundation,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh17-a-perpetual-smear-job-on-russia/
1,22.06.2019,"LGBT++ is the official religion of the ""democratic"" West",Strategic Culture Foundation,,https://euvsdisinfo.eu/report/lgbt-etcetera-is-the-official-religion-of-the-democratic-west/
2,22.06.2019,US authorities' only proof of Russian hacking is a draft report from a private company,RT France time 1:12-3:30,"Russia, US",https://euvsdisinfo.eu/report/us-authorities-dont-have-other-proofs-of-russian-hacking-but-a-private/
3,22.06.2019,The US has prepared a massive group of protesters to participate in protests in Georgia,News Front,"Russia, US, Georgia",https://euvsdisinfo.eu/report/us-prepared-a-massive-group-of-provokers-to-participate-in-protests-in-georgia/
4,22.06.2019,NATO exploits non-existent “Russian threat” to increase its presence close to Russian borders,Sputnik Italia,"Russia, Baltic states, Poland",https://euvsdisinfo.eu/report/nato-is-aware-that-russia-has-no-intention-of-attacking-anyone-but-it-is-exploiting-rhetoric-about-an-inexistent-russian-threat-in-order-to-increase-nato-presence-close-to-russia/
5,22.06.2019,Boris Johnson always does whatever the US wants him to do,New Eastern Outlook,"UK, US",https://euvsdisinfo.eu/report/boris-johnson-always-does-whatever-the-us-wants-him-to-do/
6,22.06.2019,Russia is not a part of the conflict in Eastern Ukraine,RT Deutsch,"Russia, Ukraine",https://euvsdisinfo.eu/report/russia-is-not-a-party-of-the-conflict-in-eastern-ukraine/
7,22.06.2019,NATO demanded Russia to come out of Crimea and return back NATO bases,livenews.am,"Russia, Ukraine",https://euvsdisinfo.eu/report/nato-demanded-russia-come-out-of-the-crimea-and-return-nato-bases-in-the-crimea/
8,22.06.2019,Amid the protests Georgians physically attacked two Russian tourists,progressnews.ge,"Russia, Georgia",https://euvsdisinfo.eu/report/amid-the-protests-georgians-physically-attacked-two-russian-tourists/
9,21.06.2019,Ukraine is waiting for an ecological disaster because of the water blockade of the Crimea,Ukraina.ru,Ukraine,https://euvsdisinfo.eu/report/ukraine-is-waiting-for-an-ecological-disaster-because-of-the-water-blockade-of-the-crimea/
0,21.06.2019,"NATO intimidates EU residents with tales of the Russian threat, even though Russia is a peace-loving country.",RT Russian,"Moldova, Russia, Ukraine, Georgia",https://euvsdisinfo.eu/report/nato-intimidates-eu-residents-with-tales-of-the-russian-threat-although-russia-is-a-peace-loving-country/
1,21.06.2019,The unrest in Georgia is staged to fuel anti-Russian tensions and create instability on the Russian border,South Front,Georgia,https://euvsdisinfo.eu/report/the-unrest-in-georgia-is-staged-to-fuel-anti-russian-tensions-and-create-instability-on-the-russian-border/
2,21.06.2019,The sanctions against Russia do not work,Sputnik Deutschland,Russia,https://euvsdisinfo.eu/report/sanctions-against-russia-do-not-work/
3,21.06.2019,Crimea rejoined Russia after a democratic referendum,Sputnik Deutschland,"Russia, Ukraine",https://euvsdisinfo.eu/report/crimea-rejoined-russia-after-a-democratic-referendum/
4,21.06.2019,Protests in Georgia were planned in advance to distort Georgian-Russian relations,Sputnik Georgia,"Russia, Georgia",https://euvsdisinfo.eu/report/protests-in-georgia-were-planned-in-advance-to-distort-georgian-russian-relations/
5,21.06.2019,Sweden will teach immigrants to have sex with Swedish women,Lenta.ru,Sweden,https://euvsdisinfo.eu/report/sweden-will-teach-immigrants-to-have-sex-with-swedish-women/
6,21.06.2019,"Protests in Georgia were pre-planned, Ukrainians were paid to participate in them",Vremya Pokhazhet @ (18:00 - 18:55),"Ukraine, Georgia",https://euvsdisinfo.eu/report/protests-in-georgia-were-pre-planned-ukrainians-were-paid-to-participate-in-them/
7,21.06.2019,Georgia and Ukraine collaborate in orchestrating anti-government protests,Vremya Pokhazhet @ Pervyi Kanal (23:14 - 24:08),"Ukraine, Georgia",https://euvsdisinfo.eu/report/georgia-and-ukraine-collaborate-in-orchestrating-anti-government-protests/
8,21.06.2019,American Antichrist and Soros are spreading chaos in post-Soviet space,60 minut @ Rossiya 1 (24:10 - 24:39),US,https://euvsdisinfo.eu/report/american-antichrist-and-soros-are-spreading-chaos-in-post-soviet-space/
9,21.06.2019,US-funded laboratories for the testing biological weapons are emerging in Russia’s neighborhood,Sputnik Spanish,"US, Georgia",https://euvsdisinfo.eu/report/us-laboratories-test-biological-weapons-emerging-russia-neighbouring-countries/
0,21.06.2019,Protests in Georgia are a Russophobic provocation,RT Russian,Georgia,https://euvsdisinfo.eu/report/protests-in-georgia-provoked-by-the-west-and-ukraine/
1,21.06.2019,"Estonian was taken for Russian, strangled and sprayed with water in the Parliament of Georgia","riafan.ru
regnum.ru
nation-news.ru
kompravda.eu
prinmedia.ru
eg.ru",Estonia,https://euvsdisinfo.eu/report/estonian-was-taken-for-russian-and-poured-water-on-in-the-parliament-of-georgia/
2,21.06.2019,"Europe has long lost its civilisation, abandoning Christian roots and its culture",News Front time 13:25-13:55,,https://euvsdisinfo.eu/report/europe-has-long-lost-its-civilization-abandoning-christian-roots-and-its-culture/
3,21.06.2019,Georgia is busy with marijuana and gay pride,"News Front (2:50-13:05, 14:05-14:30)",Georgia,https://euvsdisinfo.eu/report/georgia-is-busy-with-marijuana-and-gey-prides/
4,20.06.2019,MH17: Political games instead of a real investigation,South Front,"Malaysia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh17-political-games-instead-of-a-real-investigation/
5,20.06.2019,USA promised Russia that there will be no NATO expansion to the East,Sputnik Deutschland,"Russia, US",https://euvsdisinfo.eu/report/usa-promised-russia-that-there-will-be-no-nato-eastern-expansion/
6,20.06.2019,Poland is a country with the highest social inequality in the EU,Sputnik Polska,Poland,https://euvsdisinfo.eu/report/poland-is-a-country-with-the-highest-social-inequality-in-the-eu/
7,20.06.2019,Crimea joined the Russian Federation through a referendum,Sputnik Italia,"Russia, Ukraine",https://euvsdisinfo.eu/report/crimea-joined-the-russian-federation-through-a-referendum/
8,20.06.2019,Russia is not part of the armed conflict in Donbas and does not provide the representatives of self-proclaimed republics with material or technical support,Sputnik Italia,"Russia, Ukraine",https://euvsdisinfo.eu/report/russia-is-not-part-of-the-armed-conflict-in-donbas-and-does-not-provide-the-representatives-of-self-proclaimed-republics-with-material-or-technical-support/
9,20.06.2019,MH 17: Buk-missile was delivered to the Ukrainian army and never returned to Russia,RT Deutsch Youtube @ - Video description,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh-17-buk-missile-was-delivered-to-ukranian-ssr-1986-and-never-returned-to-russia/
0,20.06.2019,MH 17: The investigators did not present any evidence,Sputnik Deutsch,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh-17-the-jit-investigators-had-not-presented-any-evidence/
1,20.06.2019,Russia is not occupying Donbas,Panorama @ RT Arabic Time 9:50 to 10:10,"Russia, Ukraine",https://euvsdisinfo.eu/report/russia-not-occupying-donbas/
2,20.06.2019,MH17: Evidence is fabricated,Sputnik Armenia [01:10 - 01:22],"Malaysia, Russia",https://euvsdisinfo.eu/report/evidences-provided-could-be-fabricated/
3,20.06.2019,Ukraine's foreign relations since 2014 are built around the myth of Russian aggression in Donbas,Sputnik Belarus,"Russia, Ukraine, Germany, France",https://euvsdisinfo.eu/report/ukraines-foreign-relations-since-2014-are-built-around-the-myth-of-russian-aggression-in-donbas/
4,20.06.2019,Washington is behind seeming Western unity concerning so-called Russian aggression in Ukraine,Sputnik Belarus,"UK, Russia, Ukraine, Baltic states, US, Sweden, Poland",https://euvsdisinfo.eu/report/washington-is-behind-seeming-western-unity-concerning-so-called-russian-aggression-in-ukraine/
5,20.06.2019,UK embassy may finance a campaign against a former Belarusian Minister of Interior,Berestje-News,"UK, Belarus",https://euvsdisinfo.eu/report/uk-embassy-may-finance-a-harassment-campaign-against-a-former-belarusian-minister-of-interior/
6,20.06.2019,Belarusian opposition treats Belarusian people as cannon fodder for American missiles,Grodnodaily.net,"Russia, Belarus, US, Poland",https://euvsdisinfo.eu/report/belarusian-opposition-will-help-americans-to-wage-a-war-against-belarus/
7,20.06.2019,British MP tells Ukraine to forget about Crimea,NewsFront Spanish,"UK, Russia, Ukraine",https://euvsdisinfo.eu/report/british-mp-tells-ukraine-forget-crimea-un-referendum-solution/
8,19.06.2019,British politicians choose to get high instead of addressing urgent political issues,Journal of the New Eastern Outlook,UK,https://euvsdisinfo.eu/report/british-politicians-choose-to-get-high-instead-of-addressing-urgent-political-issues/
9,19.06.2019,Emasculated European men are unable to withstand the influx of barbarians,News Front English,,https://euvsdisinfo.eu/report/emasculated-european-men-are-unable-to-withstand-the-influx-of-barbarians/
0,19.06.2019,MH17: The lawyer of the Ukrainian suspect destroys the whole case with one fact,Tsargrad,Ukraine,https://euvsdisinfo.eu/report/mh17-the-lawyer-of-the-ukrainian-suspect-destroys-the-whole-case-with-one-fact/
1,19.06.2019,MH17: The missile type was only used in Ukraine,Tsargrad.tv,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh17-the-missile-type-was-only-used-in-ukraine/
2,19.06.2019,There is no evidence of Russian involvement in the MH17 crash,Sputnik Deutschland,"Russia, The Netherlands",https://euvsdisinfo.eu/report/there-is-no-evidence-of-russians-involvement-in-mh17-crash/
3,19.06.2019,The NATO bombing of Yugoslavia in 1999 killed thousands of Serbs,Sputnik Deutschland,"Kosovo, Serbia",https://euvsdisinfo.eu/report/the-nato-bombing-of-yugoslavia-in-1999-killed-thousands-of-serbs/
4,19.06.2019,NATO bombed Serbia in order to make it its member,Sputnik Deutschland,Serbia,https://euvsdisinfo.eu/report/nato-bombed-serbia-to-make-it-its-member/
5,19.06.2019,MH17 was shot down from territory under the control of the Ukrainian army,Sputnik Italia,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh17-was-shot-down-from-territory-under-the-control-of-the-ukrainian-army/
6,19.06.2019,Accusations against Russia of its involvement in the crash of flight MH17 are absurd,"Vremya Pokazhet @Channel One TV, (time 00:35)","Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/accusations-against-russia-of-involvement-in-the-crash-of-flight-mh17-are-absurd/
7,19.06.2019,MH17: BUK was transported to Ukraine in times of USSR,RT Deutsch,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh17-buk-was-transported-to-ukraine-in-times-of-ussr/
8,19.06.2019,MH 17: Buk could only have been fired from Ukrainian frontline,RT Deutsch Youtube @ [1:05-1:47],"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh-17-buk-could-only-have-been-fired-from-ukrainian-frontline/
9,19.06.2019,Accusations against Russia in the MH17 investigation are a part of the information war against the country,Vremya Pokhazhet @Pervyi Kanal (0:55 - 1:42),Russia,https://euvsdisinfo.eu/report/accusations-against-russia-in-the-mh17-investigation-are-a-part-of-the-information-war-against-the-country/
0,19.06.2019,Bellingcat is a part of information war against Russia,Vremya Pokhazhet @ Pervyi kanal (19:50 - 21:30),Russia,https://euvsdisinfo.eu/report/bellingcat-is-a-part-of-information-war-against-russia/
1,19.06.2019,The JIT ignored evidence supplied by Russia in MH17 probe,"RT News @ RT, time: 01:02-09:27","Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/jit-ignored-russia-supplied-evidence-in-mh17-probe/
2,19.06.2019,OPCW ignores dissenting report proving Douma chemical attack was staged,RT (rt.com),Syria,https://euvsdisinfo.eu/report/opcw-ignores-dissenting-report-proving-douma-chemical-attack-was-staged/
3,19.06.2019,"US and NATO plan ""Drive to the East""  against Russia",Sputnik Belarus,"Russia, Belarus, US",https://euvsdisinfo.eu/report/us-and-nato-plan-drang-nach-osten-against-russia/
4,19.06.2019,The blackout in Argentina was the result of some kind of US attack,Sputnik Spanish,US,https://euvsdisinfo.eu/report/the-blackout-in-argentina-was-the-result-of-some-kind-of-us-attack/
5,18.06.2019,Hitler was a failed American experiment,Journal of the New Eastern Outlook,"US, Germany",https://euvsdisinfo.eu/report/hitler-was-a-failed-american-experiment/
6,18.06.2019,"The US is collecting DNA from ""target"" populations to create designer diseases",Journal of the New Eastern Outlook,"Russia, US",https://euvsdisinfo.eu/report/us-is-collecting-dna-from-target-populations-to-create-designer-diseases/
7,18.06.2019,The Rulers of America are engineering a humanity of mindless drones controlled by the elites,Journal of the New Eastern Outlook,US,https://euvsdisinfo.eu/report/the-rulers-of-america-are-engineering-a-humanity-of-mindless-drones-controlled-by-the-elites/
8,18.06.2019,The CIA is weaponising Gay Pride in Georgia,Journal of the New Eastern Outlook,"US, Georgia",https://euvsdisinfo.eu/report/the-cia-is-weaponising-gay-pride-in-georgia/
9,18.06.2019,MH17: Suspects' names randomly taken from social media,Tsargrad.tv,"Malaysia, Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/mh17-suspects-names-randomly-taken-from-social-media/
0,18.06.2019,Ukraine does not want to negotiate the end of the war in Donbas,Ukraina.ru,Ukraine,https://euvsdisinfo.eu/report/ukraine-does-not-want-to-negotiate-the-end-of-the-war-in-donbas/
1,18.06.2019,President Zelenskyy does not control the Ukrainian military forces,Sputnik Polska,Ukraine,https://euvsdisinfo.eu/report/president-zelenskyy-does-not-control-the-ukrainian-military-forces/
2,18.06.2019,The European Union is a servant of financial elites,Sputnik Italia,,https://euvsdisinfo.eu/report/the-european-union-is-a-servant-of-financial-elites/
3,18.06.2019,The EU wants Italy to choose between letting its economy die or committing economic suicide,Sputnik Italia,"Italy, Greece",https://euvsdisinfo.eu/report/the-eu-wants-italy-to-choose-between-the-following-two-options-to-let-the-italian-economy-die-or-commit-economic-suicide-by-implementing-greek-style-financial-recipes/
4,18.06.2019,Ukraine's elected government was ousted in 2014 US-backed coup,RT (rt.com),"Ukraine, US",https://euvsdisinfo.eu/report/ukraines-elected-government-was-ousted-in-2014-us-backed-coup/
