Index,Date,Title,Outlets,Country,NATO_url
0,01.04.2020,"Blaming China for COVID-19 is a ploy, like blaming Russia for MH17",Journal of New Eastern Outlook,"EU, Russia, Ukraine, US, The Netherlands, Syria",https://euvsdisinfo.eu/report/blaming-china-for-covid-19-is-a-ploy-like-blaming-russia-for-mh17/
1,01.04.2020,USAID is a CIA-affiliated terror group that created the coronavirus,Journal of New Eastern Outlook,"China, US",https://euvsdisinfo.eu/report/usaid-is-a-cia-affiliated-terror-group-that-created-the-coronavirus/
2,01.04.2020,Authoritarian trends in the COVID-19 lockdown are a harbinger of the future,RT English,UK,https://euvsdisinfo.eu/report/authoritarian-trends-in-the-covid-19-lockdown-are-a-harbinger-of-the-future/
3,01.04.2020,The Italian Parliament lowers the flag of the European Union,fondsk.ru,"EU, Italy",https://euvsdisinfo.eu/report/the-italian-parliament-lowers-the-flag-of-the-european-union/
4,01.04.2020,Environmentalists are overjoyed by the fear around COVID-19; they see it as an opportunity,RT English,"EU, UK, US",https://euvsdisinfo.eu/report/environmentalists-are-overjoyed-by-the-fear-around-covid-19-they-see-it-as-an-opportunity/
5,31.03.2020,COVID-19: A large-scale sociological experiment to see how much repression the people will accept,southfront.org,"EU, US",https://euvsdisinfo.eu/report/covid-19-a-large-scale-sociological-experiment-to-see-how-much-repression-the-people-will-accept/
6,31.03.2020,It is too early to tell whether any extra people will die because of COVID-19,RT English,"UK, US",https://euvsdisinfo.eu/report/it-is-too-early-to-tell-whether-any-extra-people-will-die-because-of-covid-19/
7,30.03.2020,"The EU has collapsed, countries are building borders",NEWSONE,EU,https://euvsdisinfo.eu/report/eu-has-collapsed-countries-are-building-borders/
8,30.03.2020,"EU's health and safety policies failed, EU feels the threat of losing its power",riafan.ru,EU,https://euvsdisinfo.eu/report/european-identity-and-solidarity-are-in-crisis/
9,30.03.2020,Coronavirus mortality figures are insignificant,Sputnik Czech,"China, Czech Republic",https://euvsdisinfo.eu/report/coronavirus-mortality-figures-are-insignificant/
0,30.03.2020,People in Belgium want schools to open so they don't have to take care of their children,Sputnik Czech,Belgium,https://euvsdisinfo.eu/report/people-in-belgium-want-schools-to-open-so-they-dont-have-to-take-care-of-their-children/
1,30.03.2020,Greta Thunberg claimed to contract the coronavirus to attract media attention,Sputnik Czech,Czech Republic,https://euvsdisinfo.eu/report/greta-thunberg-may-claim-to-contract-the-coronavirus-to-attract-media-attention/
2,29.03.2020,The COVID-19 outbreak means the end of Europe; Russia and China will rise,One World,"EU, China, Russia",https://euvsdisinfo.eu/report/the-covid-19-outbreak-means-the-end-of-europe-russia-and-china-will-rise/
3,29.03.2020,The coronavirus disinformation campaign is the beginning of the heist of the century,Journal of New Eastern Outlook,US,https://euvsdisinfo.eu/report/the-coronavirus-disinformation-campaign-is-the-beginning-of-the-heist-of-the-century/
4,29.03.2020,380 Belgians caught COVID-19 through a massive act of group sex,"zavtra.ru, progressnews.ge",Belgium,https://euvsdisinfo.eu/report/380-belgians-caught-covid-19-through-a-massive-act-of-group-sex/
5,29.03.2020,Bulgarian sooth-sayer Baba Vanga predicted when the pandemic will end,riafan.ru,"Bulgaria, Russia",https://euvsdisinfo.eu/report/bulgarian-sooth-sayer-baba-vanga-predicted-when-the-pandemic-will-end/
6,29.03.2020,Under the guise of force majeure Europe and Germany became autocratic,Evrozona @ Vesti FM,"EU, Germany",https://euvsdisinfo.eu/report/under-the-guise-of-force-majeure-europe-and-germany-became-autocratic/
7,29.03.2020,25th anniversary of Schengen seems like its funeral,Rossia 24,EU,https://euvsdisinfo.eu/report/25th-anniversary-of-schengen-seems-like-its-funeral/
8,29.03.2020,Baba Vanga predicted 9/11 and Obama's rule which ended in ruin and chaos,NTV,US,https://euvsdisinfo.eu/report/baba-vanga-predicted-9-11-and-obamas-rule-which-ended-in-ruin-and-chaos/
9,28.03.2020,One cause of Coronavirus: Gay marriage,Sputnik Arabic,Iraq,https://euvsdisinfo.eu/report/one-cause-of-coronavirus-gay-marriage/
0,28.03.2020,NATO countries have been increasing the defense spending and now they don't have lung ventilators,Pervyi Kanal,US,https://euvsdisinfo.eu/report/nato-countries-have-been-increasing-the-defense-spending-and-now-they-dont-have-lung-ventilators/
1,28.03.2020,EU is helpless against the coronavirus,Pervyi Kanal,EU,https://euvsdisinfo.eu/report/eu-is-helpless-against-the-coronavirus/
2,28.03.2020,Poland asks Italy to refuse Russian aid,5-tv.ru,"Italy, Poland",https://euvsdisinfo.eu/report/poland-asks-italy-to-refuse-russian-aid/
3,28.03.2020,"COVID-19: ""Washing hands is useless""",Sputnik Germany,"EU, Germany",https://euvsdisinfo.eu/report/covid-19-washing-hands-is-useless/
4,28.03.2020,It is plausible that Europe won't open its borders for the next 2 years,5-tv.ru,EU,https://euvsdisinfo.eu/report/it-is-plausible-that-europe-wont-open-its-borders-for-the-next-2-years/
5,28.03.2020,"""PR infection"": Greta Thunberg is using COVID-19 for public relations",5-tv.ru,Sweden,https://euvsdisinfo.eu/report/greta-thunberg-is-using-covid-19-for-public-relations/
6,27.03.2020,The coronavirus is surprisingly selective,fondsk.ru,"Italy, Mongolia, China, US, France, Spain",https://euvsdisinfo.eu/report/the-coronavirus-is-surprisingly-selective/
7,27.03.2020,Coronavirus: Western media in cahoots with Big Pharma ignore successful treatment with vitamin C in China,southfront.org,"China, US",https://euvsdisinfo.eu/report/coronavirus-western-media-in-cahoots-with-big-pharma-ignore-successful-treatment-with-vitamin-c-in-china/
8,27.03.2020,"Unlike Russia, US tramples constitutional rights amid coronavirus crackdown",RT English,"Russia, US",https://euvsdisinfo.eu/report/unlike-russia-us-tramples-constitutional-rights-amid-coronavirus-crackdown/
9,27.03.2020,A third world war because of North Macedonia,Sputnik Czech,"North Macedonia, Montenegro",https://euvsdisinfo.eu/report/a-third-world-war-because-of-north-macedonia/
0,27.03.2020,Western leaders delayed taking precautions against the coronavirus out of nervousness about their re-election chances,RT English,"EU, Italy, US, France, Spain",https://euvsdisinfo.eu/report/western-leaders-delayed-taking-precautions-against-the-coronavirus-out-of-nervousness-about-their-re-election-chances/
1,26.03.2020,"The EU is dead, it can't take control over the coronavirus crisis",News Front (3:20-3:45),EU,https://euvsdisinfo.eu/report/eu-is-dead-it-is-incapable-to-take-control-over-the-coronavirus-crisis/
2,26.03.2020,Liberal feminist war-mongers are useful for those who rule the world,Journal of New Eastern Outlook,US,https://euvsdisinfo.eu/report/liberal-feminist-war-mongers-are-useful-for-those-who-rule-the-world/
3,25.03.2020,The COVID-19 outbreak is a pretext to gain control of the world’s population,fondsk.ru,US,https://euvsdisinfo.eu/report/the-covid-19-outbreak-is-a-pretext-to-gain-control-of-the-worlds-population/
4,25.03.2020,Baba Vanga predicted a Russian cure against coronavirus,riafan.ru,"Bulgaria, Russia",https://euvsdisinfo.eu/report/baba-vanga-predicted-a-russian-cure-against-coronavirus/
5,25.03.2020,"EU abandoned Italy, while Russia helped","Obieqtivi, News Front Georgia, Georgia and World, Sputnik Georgia, Sputnik Ossetia","EU, Italy, China, Russia",https://euvsdisinfo.eu/report/eu-abandoned-italy-russia-helped/
6,25.03.2020,The coronavirus epidemic shows the EU's complete inability to act,Sputnik Czech,EU,https://euvsdisinfo.eu/report/the-coronavirus-epidemic-shows-the-eus-complete-inability-to-act/
7,24.03.2020,Swedish oligarchs impede the introduction of quarantine measures,fondsk.ru,Sweden,https://euvsdisinfo.eu/report/swedish-oligarchs-in-cahoots-with-the-authorities-refuse-to-introduce-carantine-measures/
8,24.03.2020,"Neither doctors, nor food supplies in Lithuania",fondsk.ru,Lithuania,https://euvsdisinfo.eu/report/neither-doctors-nor-food-supplies-in-lithuania/
9,24.03.2020,The coronavirus pandemic is the ruling elites' alternative to a world war,fondsk.ru,US,https://euvsdisinfo.eu/report/the-coronavirus-pandemic-is-the-ruling-elites-alternative-to-a-world-war/
0,24.03.2020,EU is only interested in sucking money from national governments,southfront.org,EU,https://euvsdisinfo.eu/report/eu-is-only-interested-in-sucking-money-from-national-governments/
1,24.03.2020,Virologists working in Lombardy are from Cuba rather than NATO,Sputnik Armenia - Russian,"EU, Cuba, Italy",https://euvsdisinfo.eu/report/cuban-virologists-work-in-lombardy-but-nato-from-that-very-cuba-which-has-long-been-an-outcast-for-the-entire-western-world/
2,24.03.2020,Poland refused to allow the Russian planes delivering aid to Italy to cross its air space,Sputnik Polska,"Italy, Russia, Poland",https://euvsdisinfo.eu/report/poland-refused-the-russian-planes-delivering-aid-to-italy-to-cross-its-air-space/
3,24.03.2020,"Unlike the EU, Russia provided Italy with concrete help",Sputnik Polska,"EU, Italy, Russia",https://euvsdisinfo.eu/report/unlike-the-eu-russia-provided-italy-with-concrete-help/
4,24.03.2020,"If the US develops Coronavirus vaccine, only those with money will afford it",Sputnik Poland,"Cuba, Italy, China, Russia, US",https://euvsdisinfo.eu/report/if-the-us-develops-coronavirus-vaccine-only-those-with-money-will-afford-it/
5,24.03.2020,The Polish establishment is mad about the Russian help to Italy,Sputnik Poland,"Italy, Russia, Poland",https://euvsdisinfo.eu/report/the-polish-establishment-is-mad-about-the-russian-help-to-italy-it-wants-to-continue-the-anti-russian-policies-while-the-italians-are-dying/
6,24.03.2020,EU refused to help Italy deal with coronavirus,RT (rt.com),"EU, Italy",https://euvsdisinfo.eu/report/eu-refused-to-help-italy-deal-with-coronavirus/
7,24.03.2020,Italians change EU flags to Russian tricolor,"politikus.ru, GosNovosti, x-true.info, life.ru","EU, Italy",https://euvsdisinfo.eu/report/per-annel-have-a-look-italians-change-eu-flags-to-russian-tricolor/
8,23.03.2020,Coronavirus pushed the West into the Middle Ages,Sputnik Belarus,"Italy, US",https://euvsdisinfo.eu/report/coronavirus-pushed-the-west-in-the-middle-ages/
9,23.03.2020,"Due to coronavirus, Italy is on the brink of default, many European states will likely cease to exist",Sputnik Belarus @ Grani Formata @ time 1:30 - 2:40,Italy,https://euvsdisinfo.eu/report/due-to-coronavirus-italy-is-on-the-brink-of-default-many-european-states-will-likely-cease-to-exist/
0,23.03.2020,The coronavirus will cause the collapse of Ukraine,ren.tv,Ukraine,https://euvsdisinfo.eu/report/the-coronavirus-will-cause-the-collapse-of-ukraine/
1,23.03.2020,Coronavirus might have originated from space,"RT web Arabic, 24, sabq, sportnewsps, elsob7, saadaonline, akhbarlibya, asdaapress, lomazoma, bbcnews1, gulfeyes, albidda, bawabaa, sahafahn, akhbarlibya,  ahlmasrnews, sst, hamrinnews, sudafax, albidda, uepapress, alboslanews, khabaralyoum, masralyoum, elmostaqbal, khafayalb, sahefa, egy, sada-ar, kol-masr, alalamtv, gulf365, shafaqna, rtarab, khabarmasr, aljarida, samvagues, elgornal, albaladnews, youm7, jo24, nabd, innlebanon, emaratyah, arabwindow, misr-alan, turess, alaraby-media, alarabyanews, soutalomma, alnaharegypt, imlebanon, menafn",China,https://euvsdisinfo.eu/report/coronavirus-might-have-originated-from-space/
2,23.03.2020,At the times of the coronavirus pandemic the EUMM helps Tbilisi to violate the border with South Ossetia,Information agency RES,Georgia,https://euvsdisinfo.eu/report/at-the-times-of-the-coronavirus-pandemic-the-eumm-helps-tbilisi-to-violate-the-border-with-south-ossetia/
3,23.03.2020,EUMM observers cover up irresponsible activities of the Georgians,Sputnik Ossetia,"EU, US, Georgia",https://euvsdisinfo.eu/report/eumm-observers-cover-up-irresponsible-activities-of-georgians/
4,23.03.2020,"The coronavirus ""war"" is forcing Western ultraliberals to finally care for vulnerable people",Sputnik Czech,Czech Republic,https://euvsdisinfo.eu/report/the-coronavirus-war-is-forcing-western-ultraliberals-to-finally-care-for-vulnerable-people/
5,23.03.2020,Frequent hand washing does not protect you from COVID-19,"RT German, Sputnik German",US,https://euvsdisinfo.eu/report/covid-19-frequent-hand-washing-does-not-protect-you-from-covid-19/
6,22.03.2020,The coronavirus outbreak is a magnificent example of global brainwashing,strategic-culture.org,US,https://euvsdisinfo.eu/report/the-coronavirus-outbreak-is-a-magnificent-example-of-global-brainwashing/
7,22.03.2020,The US ambassador was evacuated from Moldova,kp.md,Moldova,https://euvsdisinfo.eu/report/the-us-ambassador-was-evacuated-from-moldova/
8,22.03.2020,US created the Coronavirus in 2015 and named it SHC014,"RT web Arabic, newsaliraq, wdmadani, elwehda, marsadz, lomazoma, azlsport, akhbarlibya, hamsaat, eg24hours, libya-news, sahafaharabiah, sahafahn, eshraag, alarabi, elsob7, bawabaa, barqnewskw, belbalady, rawfednews, nasstimes, bbcnews1, sahafatak, sst, saadaonline, jpsyria, albidda, hathalyoum, farah, khafayalb, bahnews, kachaf, eeshalkhabar, sinmarnews, al-taleanews, sns, sada-ar, albidda, ednews, akhbar24, sadawadialtaym, albaladnews, alsumaria, titlepress24, innlebanon, bawabaa, khabarlb, yemen-now, economy2day, kol-masr, aljarida, nabd, wafaamagazine, elbashayer, turess,  baghdadpress, kolalwatn, sabaharabi, alarabi, azlsport, alshoruq, burathanews, glgamesh, dampress, libya24, ahfad, rtarab, lebanonmirror, burathanews, ch23, assabeel, alnahdanews, nass-times, akhbarna, al-ahd, elmarada, dampress, glgamesh, elbyan, alalamtv, ida2at, 24, shaamtimes, lalishduhok, dearborn, maqar, allofjo, almarsad, hibapress, alresalah, albawaba, thawra, al-vefagh, lebanon24, factjo",US,https://euvsdisinfo.eu/report/us-created-the-coronavirus-in-2015-and-named-it-shc014/
9,22.03.2020,EU is not publishing the coronavirus disinformation cases it accuses Russia of spreading,RT Arabic,"Russia, US",https://euvsdisinfo.eu/report/the-eu-is-not-publishing-the-coronavirus-disinformation-cases-it-accuses-russia-of-spreading/
0,22.03.2020,Amid the pandemic the idea of a united Europe has crashed,NTV,"Slovakia, UK, Ukraine, Germany, Sweden",https://euvsdisinfo.eu/report/amid-the-pandemic-the-idea-of-a-united-europe-has-crashed/
1,22.03.2020,After the COVID-19 pandemic Italy or Germany may leave the EU,Evrozona @ Vesti FM,"EU, Italy, Germany",https://euvsdisinfo.eu/report/italy-or-germany-may-leave-the-eu/
2,22.03.2020,The EU has not provided any guidance to member states amid the COVID-19 crisis,Sputnik Czech,EU,https://euvsdisinfo.eu/report/the-eu-has-not-provided-any-guidance-to-member-states-amid-the-covid-19-crisis/
3,21.03.2020,"COVID-19 is a fake, it's a political move to install hegemony",News-Front - YouTube,US,https://euvsdisinfo.eu/report/covid-19-is-a-fake-its-a-political-move-to-install-hegemony/
4,21.03.2020,Latvia protects Nazi criminals,5-tv.ru,"Latvia, Baltic states",https://euvsdisinfo.eu/report/due-to-the-coronavirus-the-march-of-latvian-ss-legionnaires-was-cancelled/
5,21.03.2020,Coronavirus is a conspiracy against freedom,Sputnik Germany,Germany,https://euvsdisinfo.eu/report/coronavirus-is-conspiracy-against-freedom/
6,20.03.2020,Ukraine is in free fall,southfront.org,Ukraine,https://euvsdisinfo.eu/report/ukraine-is-in-free-fall/
7,20.03.2020,The official numbers of COVID-19 cases in Ukraine is totally fictional,southfront.org,Ukraine,https://euvsdisinfo.eu/report/the-official-numbers-of-covid-19-cases-in-ukraine-is-totally-fictional/
8,20.03.2020,Zelenskii is unable to handle the Ukronazis,southfront.org,Ukraine,https://euvsdisinfo.eu/report/zelenskii-is-unable-to-handle-the-ukronazis/
9,20.03.2020,There is no solution for the Ukraine. None whatsoever.,southfront.org,Ukraine,https://euvsdisinfo.eu/report/there-is-no-solution-for-the-ukraine-none-whatsoever/
0,20.03.2020,The West is attacking Russia on coronavirus,Sputnik Greece,"Greece, Russia",https://euvsdisinfo.eu/report/the-west-is-attacking-russia-on-coronavirus/
1,20.03.2020,The EU is disintegrating due to coronavirus,Sputnik Belarus,"EU, US",https://euvsdisinfo.eu/report/the-eu-is-disintegration-due-to-coronavirus-global-liberal-elites-attempt-to-remove-trump-and-putin/
2,20.03.2020,Coronavirus will cause the dissolution of the EU and NATO,"rubaltic.ru, riafan.ru","EU, USSR",https://euvsdisinfo.eu/report/coronavirus-will-cause-the-dissolution-of-the-eu-and-nato/
3,20.03.2020,De-communised Ukraine only receives help from communist China,60 minutes @ Rossiya 1 (50:02-50:15),"China, Ukraine",https://euvsdisinfo.eu/report/de-communised-ukraine-takes-help-only-from-communist-china/
4,20.03.2020,US servicemen imported coronavirus intentionally into China,"News Front, geworld.ge, globalresearch.ca",US,https://euvsdisinfo.eu/report/us-servicemen-imported-coronavirus-intentionally-into-china/
5,19.03.2020,Pentagon-funded biological laboratories involved in creation of Coronavirus,Iravunk.com,Armenia,https://euvsdisinfo.eu/report/pentagon-funded-biological-laboratories-involved-in-creation-of-coronavirus/
6,19.03.2020,Coronavirus is a colour revolution technology,News-Front - YouTube,"China, US",https://euvsdisinfo.eu/report/coronavirus-is-a-colour-revolution-technology/
7,19.03.2020,The Baltic states may not survive the coronavirus-related economic crisis,rubaltic.ru,"Latvia, Estonia, Lithuania",https://euvsdisinfo.eu/report/the-baltic-states-may-not-survive-the-coronavirus-related-economic-crisis/
8,19.03.2020,Coronavirus is a nail in the coffin of the EU,Polnyy Kontakt @Vesti FM,"Italy, Hungary, Slovakia, Czech Republic, Latvia, Estonia, Lithuania, Poland",https://euvsdisinfo.eu/report/eu-failed-to-respond-to-the-coronavirus-outbreak/
9,19.03.2020,Coronavirus was developed in a laboratory; it has HIV inserts,Pervyi kanal - Vremya Pokazhet,"India, China, Russia",https://euvsdisinfo.eu/report/coronavirus-was-developed-in-a-laboratory-it-has-hiv-inserts/
0,19.03.2020,"The coronavirus will provoke the definite, rapid and irreversibile collapse of globalisation",Geopolitica.ru,US,https://euvsdisinfo.eu/report/the-coronavirus-will-provoke-the-definite-rapid-and-irreversibile-collapse-of-globalisation/
1,19.03.2020,Maia Sandu asks the EU to impose an embargo on Moldovan products,Enews.md,"EU, Moldova",https://euvsdisinfo.eu/report/maia-sandu-asks-the-eu-to-impose-an-embargo-on-moldovan-products/
2,19.03.2020,Only authoritarian states and closed societies will be able to protect their populations from the coronavirus and from future pandemics,Geopolitica.ru,"China, Russia",https://euvsdisinfo.eu/report/only-authoritarian-states-and-closed-societies-will-be-able-to-protect-their-populations-from-the-coronavirus-and-from-future-pandemics/
3,18.03.2020,Russia prevents the Black Sea from turning into NATO's zone of influence,Verelq.am,"Russia, Ukraine",https://euvsdisinfo.eu/report/russia-prevents-natos-plans-to-turn-the-black-sea-into-natos-internal-sea-or-zone-of-influence/
4,18.03.2020,The French government systematically lied to the population,"Sputnik France, Sputnik France - YouTube",France,https://euvsdisinfo.eu/report/the-french-government-systematically-lied-to-the-population-for-instance-the-could-of-chernobyl-stopped-at-the-french-borders/
5,18.03.2020,Mainstream media ignores the fake news campaign against Russia,southfront.org,Russia,https://euvsdisinfo.eu/report/mainstream-media-ignores-the-fake-news-campaign-against-russia/
6,18.03.2020,Areas most affected by coronavirus are at the 40 degrees north latitude,Livenews.am,"Italy, Iran, China, France",https://euvsdisinfo.eu/report/the-areas-most-affected-by-the-coronavirus-are-at-the-same-about-40-degrees-north-latitude/
7,18.03.2020,Germany called for lifting sanctions against Russia because of coronavirus,Sputnik Georgia - Russian,Germany,https://euvsdisinfo.eu/report/germany-called-for-lifting-sanctions-against-russia-because-of-coronavirus/
8,18.03.2020,Poland has made Russophobia a cornerstone of its policies,RT English,"Russia, Poland",https://euvsdisinfo.eu/report/poland-has-made-russophobia-a-cornerstone-of-its-policies/
9,18.03.2020,COVID-2019 was created by the US in 2015,Medialeaks,"China, US",https://euvsdisinfo.eu/report/covid-2019-was-created-by-the-us-in-2015/
0,17.03.2020,The COVID-19 outbreak is only an attempt to distract the world from the real issues,Geopolitica.ru,US,https://euvsdisinfo.eu/report/the-covid-19-outbreak-is-only-an-attempt-to-distract-the-world-from-the-real-issues/
1,17.03.2020,The coronavirus pandemic is a turning point in history: world order is falling,Geopolitica.ru,US,https://euvsdisinfo.eu/report/the-coronavirus-pandemic-is-a-turning-point-in-history/
2,17.03.2020,"Panic in Ukraine due to coronavirus, metro banned in Lviv",antifashist.com,Ukraine,https://euvsdisinfo.eu/report/panic-in-ukraine-due-to-coronavirus-metro-banned-in-lviv/
3,17.03.2020,Financial circles and governments are using the coronavirus crisis to achieve own goals,southfront.org,US,https://euvsdisinfo.eu/report/financial-circles-and-governments-are-using-the-coronavirus-crisis-to-achieve-own-goals/
4,17.03.2020,The Washington establishment attacked China with the coronavirus: Russia is the next target,southfront.org,"China, Russia, US",https://euvsdisinfo.eu/report/the-washington-establishment-attacked-china-with-the-coronavirus-russia-is-the-next-target/
5,17.03.2020,"The myth about ""European unity"" is destroyed; only ""Bad guys"" like China and Cuba offer help with the coronavirus",southfront.org,"Venezuela, Cuba, China, US",https://euvsdisinfo.eu/report/the-myth-about-european-unity-is-destroyed-only-bad-guys-like-china-and-cuba-offer-help-with-the-coronavirus/
6,17.03.2020,Coronavirus: Distance working allows corporations to limit social obligations to the workforce,southfront.org,US,https://euvsdisinfo.eu/report/coronavirus-distance-working-allows-corporations-to-limit-social-obligations-to-the-workforce/
7,17.03.2020,Default awaits Ukraine due to coronavirus - the country has run out of currency,"asd.news, news-front.info, VK.com Resource",Ukraine,https://euvsdisinfo.eu/report/default-awaits-ukraine-due-to-coronavirus-the-country-has-run-out-of-currency/
8,17.03.2020,Sweden declines treatment for coronavirus because virus is safe,Pandemya.ru,Sweden,https://euvsdisinfo.eu/report/sweden-declines-treatment-for-coronavirus-because-virus-is-safe/
9,17.03.2020,"During the Polish-Soviet War, the Poles were driven by Russophobia and anti-Semitism",Sputnik Poland,"Russia, Poland",https://euvsdisinfo.eu/report/during-the-polish-soviet-war-the-poles-were-driven-by-russophobia-anti-semitism-and-desire-to-take-land-from-the-russians/
0,17.03.2020,Coronavirus epidemic is provoking the collapse of globalisation and of the open society,Geopolitica.ru,US,https://euvsdisinfo.eu/report/the-coronavirus-epidemic-is-provoking-the-collapse-of-globalisation-and-of-the-open-society/
1,17.03.2020,"Latvia is under the rule of Anglo-Saxons, the threat of genocide is there","Sputnik Belarus @ Gorizont Sobytiy @ time 04:40 - 05:08, 09:05-09:30, 14:10-15:20","UK, Latvia, Russia, US",https://euvsdisinfo.eu/report/latvia-is-under-the-rule-of-anglo-saxons-the-threat-of-genocide-is-there/
2,16.03.2020,The COVID-19 outbreak is a pretext by the ruling class to introduce tyranny,southfront.org,US,https://euvsdisinfo.eu/report/the-covid-19-outbreak-is-a-pretext-by-the-ruling-class-to-introduce-tyranny/
3,16.03.2020,The reason behind the coronavirus scaremongering is to weaken China as a state,Geopolitica.ru,"China, US",https://euvsdisinfo.eu/report/the-reason-behind-the-coronavirus-scaremongering-is-to-weaken-china-as-a-state/
4,16.03.2020,COVID-19 is a biological weapon to make the planet's population infertile,News-Front - YouTube,"China, US",https://euvsdisinfo.eu/report/covid-19-is-a-biological-weapon-to-make-the-planets-population-infertile/
5,16.03.2020,Reunification of Crimea and Russia cannot be called occupation,Ria.ru,"Russia, Ukraine",https://euvsdisinfo.eu/report/the-reunification-of-crimea-and-russia-can-not-be-called-occupation/
6,16.03.2020,US uses fascist instruments to control satellite countries,News-Front - YouTube,"US, Georgia",https://euvsdisinfo.eu/report/us-uses-fascist-instruments-to-control-satellite-countries/
7,16.03.2020,The COVID-19 outbreak stinks of a secret germ warfare 007 super-virus,Journal of New Eastern Outlook,US,https://euvsdisinfo.eu/report/the-covid-19-outbreak-stinks-of-a-secret-germ-warfare-007-super-virus/
8,16.03.2020,The Hague court did not recognise the sovereignty of Ukraine over Crimea,"vz.ru, nahnews.org, riafan.ru","Russia, Ukraine, The Netherlands",https://euvsdisinfo.eu/report/the-hague-court-did-not-recognise-the-sovereignty-of-ukraine-over-crimea/
9,16.03.2020,"Coronavirus was created in the USA, at Fort Detrick",Tsargrad TV,"China, US",https://euvsdisinfo.eu/report/coronavirus-was-created-in-usa-the-expert-names-the-location-of-the-laboratory/
0,16.03.2020,Crimea regained its Russian identity at the will of its population,"Sputnik Arabic, New Hub","Russia, Ukraine",https://euvsdisinfo.eu/report/crimea-regained-its-russian-identity-at-the-will-of-its-population-2/
1,16.03.2020,Coronavirus is definitely an act of American warfare,RT TV Arabic,"China, US",https://euvsdisinfo.eu/report/coronavirus-definitely-an-american-warfare/
2,16.03.2020,Coronavirus is an American instrument of biological war,RT web Arabic,"China, US",https://euvsdisinfo.eu/report/coronavirus-is-an-american-virus-that-got-out-of-hands/
3,16.03.2020,Soviet Russia fought much worse epidemics than coronavirus,"RT web Arabic, moragboonpress, yemenvibe, amnewskw, sahafahnet, nabd, ibb-press, yemen-now, kol-masr, akhbarlibya, bbcnews1, headtopics",Russia,https://euvsdisinfo.eu/report/soviet-russia-fought-a-much-worse-virus-than-coronavirus/
4,16.03.2020,Response measures to coronavirus demonstrate the decline of the US and the EU,rubaltic.ru,"Italy, China, Latvia, Russia, Baltic states, Estonia, Lithuania, US",https://euvsdisinfo.eu/report/response-measures-to-coronavirus-spread-demonstrate-the-decline-of-the-us-and-the-eu/
5,16.03.2020,Coronavirus is a biological weapon created artificially,"progressnews.ge, cont.ws","China, US",https://euvsdisinfo.eu/report/coronavirus-is-a-biological-weapon-created-artificially/
6,16.03.2020,Lithuania will become a black hole in the energy map of Europe,rubaltic.ru,"Baltic states, Lithuania",https://euvsdisinfo.eu/report/lithuania-will-become-a-black-hole-in-the-energy-map-of-europe/
7,15.03.2020,Strange coincidence that areas around the 40˚parallell are mostly affected by Coronavirus,"RT web Arabic, alkhabrpress, elgornal, kol-masr, hamsaat, sahafahn, rtarab, albidda","South Korea, Italy, China, Japan, US, France",https://euvsdisinfo.eu/report/strange-coincidence-that-40-areas-are-mostly-affected-by-coronavirus/
8,15.03.2020,There are reasons to suspect that coronavirus is a US biological weapon,izborsk.md,"China, US",https://euvsdisinfo.eu/report/there-are-enough-reasons-for-suspicions-that-the-coronavirus-is-a-us-biological-weapon/
9,15.03.2020,The US power elite is using the coronavirus as a biological weapon in order to reduce the world’s population,Geopolitica.ru,US,https://euvsdisinfo.eu/report/the-us-power-elite-is-using-the-coronavirus-as-a-biological-weapon-in-order-to-reduce-the-worlds-population/
0,15.03.2020,Coronavirus could have originated from Latvia,Sputnik Latvia - Russian,Latvia,https://euvsdisinfo.eu/report/coronavirus-could-have-originated-from-latvia/
1,15.03.2020,Coronavirus: US biological warfare against Iran and China,"Sputnik Arabic, shaamtimes, arabics.ir, alaraby-media","India, Iran, China, US",https://euvsdisinfo.eu/report/two-different-american-coronavirus-are-spreading/
2,15.03.2020,Coronavirus can be cured with saline in 4 days,"Antikor, dialog.ua","Russia, Ukraine",https://euvsdisinfo.eu/report/coronavirus-can-be-cured-with-saline-in-4-days/
3,15.03.2020,The Schengen zone has collapsed,Rossia 24,"Austria, Hungary, Switzerland, Denmark, Czech Republic, Lithuania, Germany, Poland",https://euvsdisinfo.eu/report/the-schengen-zone-collapsed/
4,14.03.2020,Coronavirus was created in a laboratory,Sputnik Armenia - Russian,US,https://euvsdisinfo.eu/report/coronavirus-was-created-in-the-laboratory/
5,14.03.2020,Coronavirus COVID-19 reached NATO and disrupts its anti-Russian plans,Sputnik Armenia - Russian,"Norway, Russia",https://euvsdisinfo.eu/report/coronavirus-covid-19-reached-nato-and-disrupts-its-anti-russian-plans/
6,14.03.2020,Polish President refused to take part in the World Holocaust Forum to not be reminded about role of the Red Army,Sputnik Poland,"Israel, Russia, Poland",https://euvsdisinfo.eu/report/polish-president-refused-to-take-part-in-the-world-holocaust-forum-as-he-did-not-want-to-remind-about-the-role-of-the-red-army-in-auschwitz-liberation/
7,14.03.2020,The Polish authorities destroy the burial places of the Soviet soldiers,Sputnik Poland,"Russia, Poland",https://euvsdisinfo.eu/report/the-polish-authorities-destroy-the-burial-places-of-the-soviet-soldiers-in-order-to-make-history-more-comfortable/
8,14.03.2020,The Italian government might fuel the hysteria to gain benefits from EU funding,southfront.org,Italy,https://euvsdisinfo.eu/report/the-italian-government-might-fuel-the-hysteria-to-gain-benefits-from-eu-funding/
